Date,Ball_1,Ball_2,Ball_3,Ball_4,Ball_5,Ball_6,Bonus_Ball
22/01/2019,3,10,13,17,33,37,2
26/01/2019,11,12,26,34,36,37,2
29/01/2019,1,13,20,25,31,33,2
02/02/2019,11,18,19,25,35,37,5
05/02/2019,1,6,12,17,22,26,6
07/02/2019,4,13,18,22,28,34,3
09/02/2019,3,7,9,21,22,33,7
12/02/2019,10,11,17,21,23,32,7
16/02/2019,3,9,11,13,21,25,7
19/02/2019,3,9,23,24,25,26,2
23/02/2019,12,15,21,24,30,32,7
26/02/2019,5,6,12,16,29,34,5
02/03/2019,20,25,28,34,36,37,6
05/03/2019,2,21,25,27,28,36,6
07/03/2019,11,14,19,20,21,26,2
09/03/2019,12,14,15,18,20,21,5
12/03/2019,6,20,25,30,33,35,1
16/03/2019,7,11,12,25,28,31,6
19/03/2019,3,22,24,25,28,37,6
23/03/2019,3,5,7,18,23,27,7
26/03/2019,1,15,20,22,23,31,4
30/03/2019,4,6,10,18,22,25,6
02/04/2019,1,11,17,21,33,34,1
04/04/2019,4,5,19,25,31,32,3
06/04/2019,3,4,5,18,23,29,4
09/04/2019,1,3,6,9,14,28,1
13/04/2019,10,13,14,19,20,25,6
16/04/2019,12,13,15,17,25,31,2
20/04/2019,1,8,15,22,31,35,4
23/04/2019,2,8,15,27,31,35,4
28/04/2019,8,19,26,30,31,36,2
30/04/2019,1,12,17,21,25,26,2
04/05/2019,9,10,11,13,15,21,3
06/05/2019,7,8,11,14,16,22,5
11/05/2019,6,18,19,23,24,28,4
14/05/2019,1,12,16,20,30,36,6
16/05/2019,1,8,13,21,25,31,5
18/05/2019,3,27,29,31,32,33,3
21/05/2019,17,20,22,24,28,32,7
25/05/2019,3,10,16,25,29,32,1
28/05/2019,1,4,11,14,17,22,2
01/06/2019,4,5,19,24,31,37,6
04/06/2019,1,6,19,22,25,32,5
06/06/2019,10,12,15,19,27,28,3
09/06/2019,3,13,14,20,22,23,3
11/06/2019,4,13,17,19,25,37,1
15/06/2019,4,7,8,9,16,31,1
18/06/2019,1,9,13,19,20,34,5
20/06/2019,4,11,16,25,35,36,6
22/06/2019,3,10,11,17,24,36,7
25/06/2019,17,22,26,28,34,36,5
29/06/2019,10,11,14,24,27,35,3
02/07/2019,1,28,29,30,32,34,5
04/07/2019,8,18,26,29,31,36,4
06/07/2019,4,18,19,23,24,37,5
09/07/2019,1,10,12,14,27,29,2
13/07/2019,13,15,16,28,31,32,6
16/07/2019,3,4,7,18,22,23,2
20/07/2019,14,17,25,26,29,35,7
23/07/2019,1,10,28,31,32,35,6
27/07/2019,4,13,17,28,35,37,3
30/07/2019,6,10,11,24,32,36,4
03/08/2019,11,19,20,27,30,37,5
06/08/2019,1,14,25,29,30,33,3
08/08/2019,6,10,22,25,30,37,1
11/08/2019,11,17,25,33,35,36,3
13/08/2019,1,13,15,27,31,35,4
17/08/2019,11,13,17,24,34,36,1
20/08/2019,9,16,21,25,27,36,5
24/08/2019,4,5,6,9,20,37,6
27/08/2019,2,6,9,12,16,18,2
31/08/2019,1,3,18,21,23,36,3
03/09/2019,1,4,6,17,20,34,1
05/09/2019,1,7,10,24,28,37,7
07/09/2019,6,10,29,32,33,34,3
10/09/2019,3,12,13,17,18,36,5
14/09/2019,7,16,17,27,32,37,6
17/09/2019,2,8,16,19,29,33,7
21/09/2019,2,11,22,32,35,37,3
24/09/2019,5,6,7,14,26,37,4
28/09/2019,3,19,25,30,33,34,6
02/10/2019,1,22,32,33,35,37,4
05/10/2019,6,8,12,13,32,35,4
10/10/2019,8,14,16,26,32,35,2
12/10/2019,1,5,12,22,34,37,6
15/10/2019,3,4,6,8,14,35,1
19/10/2019,4,5,10,16,17,18,3
22/10/2019,5,14,15,19,20,31,3
26/10/2019,1,15,19,23,28,32,3
29/10/2019,3,13,20,26,29,35,1
02/11/2019,1,11,27,29,33,37,6
05/11/2019,9,11,14,19,23,33,2
07/11/2019,1,19,21,26,30,33,3
09/11/2019,10,16,19,30,34,37,4
12/11/2019,2,6,14,19,27,29,3
16/11/2019,3,8,31,32,34,35,5
19/11/2019,2,10,15,17,18,24,1
21/11/2019,4,7,9,14,20,22,4
23/11/2019,6,7,14,19,20,28,1
26/11/2019,2,5,8,22,24,29,5
30/11/2019,6,17,20,25,33,36,3
03/12/2019,9,10,16,20,32,34,3
05/12/2019,8,9,10,17,30,34,4
07/12/2019,2,15,20,26,27,30,7
10/12/2019,6,15,28,31,34,35,2
14/12/2019,2,3,5,9,24,32,6
17/12/2019,2,5,12,14,29,33,3
19/12/2019,4,13,15,22,30,37,2
21/12/2019,1,6,7,16,26,36,1
24/12/2019,2,11,16,21,22,31,7
28/12/2019,2,17,18,29,31,32,2
31/12/2019,1,5,8,15,17,31,2
04/01/2020,1,7,12,18,31,33,3
07/01/2020,2,6,9,27,35,37,7
11/01/2020,7,14,16,31,32,35,3
14/01/2020,6,16,23,25,27,30,6
16/01/2020,8,21,23,24,36,37,2
18/01/2020,5,9,12,28,30,36,1
21/01/2020,1,4,6,30,35,36,4
25/01/2020,3,4,17,22,27,34,7
28/01/2020,12,14,16,17,31,36,5
01/02/2020,8,12,26,28,32,33,3
04/02/2020,9,21,25,27,32,34,4
06/02/2020,5,9,13,14,17,33,2
08/02/2020,1,19,20,32,34,35,4
11/02/2020,5,6,12,16,25,33,1
15/02/2020,4,8,10,14,21,35,2
18/02/2020,7,8,15,20,27,29,4
22/02/2020,1,15,22,23,29,33,3
25/02/2020,6,16,18,28,33,37,2
29/02/2020,7,21,25,27,30,31,6
03/03/2020,2,4,20,23,25,35,5
05/03/2020,4,10,15,18,26,32,6
07/03/2020,14,19,21,22,23,32,5
10/03/2020,11,19,23,27,30,36,1
14/03/2020,11,13,17,18,32,35,7
17/03/2020,3,7,9,23,25,33,5
25/04/2020,15,16,18,20,28,37,4
02/05/2020,1,13,16,32,33,37,2
05/05/2020,1,2,6,8,20,37,1
07/05/2020,5,7,10,13,20,29,3
09/05/2020,8,9,13,24,26,34,1
12/05/2020,2,7,12,20,21,29,3
16/05/2020,10,11,14,19,24,35,6
19/05/2020,20,21,23,26,29,33,5
23/05/2020,5,8,10,12,14,22,4
26/05/2020,9,16,22,26,30,36,6
30/05/2020,1,13,25,27,33,37,5
02/06/2020,2,13,22,23,25,30,6
04/06/2020,5,15,26,28,32,37,3
06/06/2020,7,8,18,23,25,37,6
09/06/2020,13,14,21,24,27,30,3
13/06/2020,5,12,15,22,24,31,5
16/06/2020,18,19,28,30,32,35,3
18/06/2020,5,6,8,18,20,30,5
20/06/2020,3,5,10,11,18,23,2
23/06/2020,1,3,18,19,25,30,1
27/06/2020,1,6,13,21,25,28,1
30/06/2020,22,24,26,27,28,29,2
02/07/2020,10,12,13,24,25,31,7
04/07/2020,1,4,8,27,28,33,7
07/07/2020,1,7,9,21,31,36,4
11/07/2020,10,12,18,28,34,37,4
14/07/2020,6,20,22,30,32,33,5
18/07/2020,4,9,12,30,31,33,5
21/07/2020,3,6,10,12,30,36,5
25/07/2020,12,13,17,21,23,25,6
28/07/2020,1,3,11,13,25,34,3
01/08/2020,4,6,7,15,16,34,6
04/08/2020,4,17,20,21,33,34,6
06/08/2020,10,20,24,26,28,35,6
08/08/2020,5,9,14,27,29,34,2
11/08/2020,15,18,21,24,28,34,2
15/08/2020,1,12,14,17,24,28,1
18/08/2020,6,20,21,24,30,31,3
20/08/2020,2,6,7,19,24,28,1
22/08/2020,11,12,29,31,34,35,7
25/08/2020,2,12,19,20,21,36,5
29/08/2020,3,6,14,22,32,37,1
01/09/2020,4,5,8,13,17,28,5
03/09/2020,4,6,24,26,35,36,1
05/09/2020,6,19,23,28,33,34,3
08/09/2020,5,6,13,16,20,28,3
12/09/2020,2,5,12,17,23,32,4
15/09/2020,1,8,14,19,29,37,6
17/09/2020,5,10,12,14,24,29,5
20/10/2020,2,8,15,22,24,35,3
24/10/2020,20,22,31,32,36,37,3
27/10/2020,3,17,19,22,23,28,3
31/10/2020,5,11,14,24,30,36,7
03/11/2020,1,17,23,24,32,37,1
07/11/2020,5,10,14,23,26,35,2
10/11/2020,5,6,12,18,23,31,2
14/11/2020,9,19,22,24,29,34,7
17/11/2020,2,20,24,25,32,34,3
19/11/2020,4,17,25,27,34,37,3
21/11/2020,2,13,21,22,23,25,1
24/11/2020,1,5,22,27,28,29,5
28/11/2020,5,8,9,11,18,22,1
01/12/2020,3,4,12,16,22,31,3
03/12/2020,9,16,19,23,26,33,7
05/12/2020,1,15,21,25,33,37,3
08/12/2020,8,10,16,18,23,30,7
12/12/2020,3,5,19,20,31,37,7
15/12/2020,3,8,9,16,20,21,5
19/12/2020,3,9,11,22,26,34,5
22/12/2020,1,5,12,27,32,36,1
26/12/2020,1,10,17,20,35,36,7
29/12/2020,12,13,16,21,25,33,3
02/01/2021,6,19,20,25,27,32,3
05/01/2021,5,12,14,16,17,24,2
09/01/2021,12,24,25,28,34,37,3
12/01/2021,2,9,11,13,35,37,2
16/01/2021,1,9,17,22,33,36,1
19/01/2021,6,14,17,22,24,33,1
23/01/2021,3,7,12,16,23,37,6
26/01/2021,2,4,17,31,33,35,3
30/01/2021,14,17,19,20,28,29,3
02/02/2021,6,21,28,30,32,35,1
06/02/2021,3,16,18,20,30,36,3
09/02/2021,3,7,12,13,20,31,7
13/02/2021,5,22,26,31,33,36,5
16/02/2021,5,9,18,21,30,33,7
20/02/2021,8,10,15,20,23,32,7
23/02/2021,4,12,13,15,16,24,2
28/02/2021,14,16,22,23,29,30,6
02/03/2021,8,15,19,23,27,37,7
04/03/2021,7,20,24,26,27,37,4
06/03/2021,7,13,15,22,29,34,1
09/03/2021,1,5,24,25,29,35,3
13/03/2021,1,6,12,14,18,34,3
16/03/2021,4,5,14,17,24,32,5
20/03/2021,11,12,18,33,35,36,5
23/03/2021,8,16,22,26,28,34,7
25/03/2021,1,5,25,27,28,31,4
30/03/2021,1,7,16,23,28,34,5
03/04/2021,3,5,7,9,19,27,5
06/04/2021,5,13,15,21,22,33,7
10/04/2021,2,7,8,10,30,31,1
12/04/2021,2,5,6,7,15,30,7
17/04/2021,2,6,10,11,16,35,6
20/04/2021,1,3,4,13,20,37,5
22/04/2021,3,5,13,23,24,35,1
24/04/2021,1,2,13,14,22,36,7
27/04/2021,2,15,19,33,34,36,7
01/05/2021,2,5,11,18,24,25,5
04/05/2021,11,22,23,25,32,34,6
06/05/2021,4,8,13,17,28,29,4
08/05/2021,10,11,12,20,26,35,3
11/05/2021,4,6,14,20,28,31,6
15/05/2021,1,5,9,24,36,37,1
18/05/2021,1,13,14,17,19,20,4
22/05/2021,1,5,10,21,22,33,7
25/05/2021,4,9,13,14,25,34,4
29/05/2021,9,11,15,21,23,24,2
01/06/2021,4,6,13,14,16,31,5
03/06/2021,8,14,15,20,32,33,6
05/06/2021,7,9,10,21,24,33,2
08/06/2021,2,5,22,26,30,33,4
12/06/2021,2,10,19,32,33,37,6
15/06/2021,3,16,22,25,26,37,5
17/06/2021,1,2,8,19,28,30,4
19/06/2021,12,18,20,26,29,37,6
22/06/2021,3,6,8,13,18,27,5
26/06/2021,3,4,9,19,22,26,1
29/06/2021,7,12,13,21,28,35,6
01/07/2021,2,13,19,20,22,25,6
03/07/2021,2,10,13,16,32,37,6
06/07/2021,8,11,14,16,18,29,5
10/07/2021,2,8,15,16,23,33,4
13/07/2021,8,9,23,24,28,33,3
18/07/2021,11,13,14,17,21,23,1
20/07/2021,2,11,13,27,28,31,1
22/07/2021,4,12,20,30,35,37,7
24/07/2021,10,16,19,23,24,28,6
27/07/2021,15,18,23,25,29,37,3
31/07/2021,16,24,28,34,35,36,1
03/08/2021,1,11,21,23,27,36,1
05/08/2021,2,4,10,11,18,35,6
07/08/2021,13,17,18,23,25,27,3
10/08/2021,3,9,10,17,24,32,3
14/08/2021,2,12,13,23,25,30,7
17/08/2021,4,11,25,26,28,37,7
21/08/2021,6,21,25,26,30,35,5
24/08/2021,15,18,21,28,31,33,2
28/08/2021,4,5,8,17,26,36,7
31/08/2021,6,11,15,20,36,37,4
02/09/2021,1,2,11,16,28,37,4
04/09/2021,2,6,12,13,26,37,3
09/09/2021,1,3,9,23,25,27,1
11/09/2021,15,19,21,30,32,35,5
14/09/2021,4,8,24,25,30,31,7
18/09/2021,8,26,28,29,33,35,6
22/09/2021,4,6,12,20,31,36,6
25/09/2021,11,14,16,30,32,35,2
29/09/2021,3,5,8,9,19,36,2
02/10/2021,10,12,13,17,30,31,7
05/10/2021,4,10,11,14,15,33,3
09/10/2021,7,20,24,26,33,36,4
12/10/2021,7,11,22,28,31,32,3
14/10/2021,8,16,17,20,29,30,5
16/10/2021,5,10,14,20,23,28,4
19/10/2021,7,12,24,28,32,34,5
23/10/2021,7,16,17,22,26,29,5
26/10/2021,14,17,27,29,33,35,3
30/10/2021,1,2,17,19,36,37,4
02/11/2021,2,6,10,12,24,31,1
04/11/2021,1,4,15,26,33,37,5
06/11/2021,7,8,21,24,26,30,5
09/11/2021,6,9,19,21,28,36,7
13/11/2021,2,9,13,31,34,37,2
16/11/2021,7,9,17,20,22,26,4
18/11/2021,4,9,20,23,32,37,2
20/11/2021,13,18,20,23,26,36,1
23/11/2021,8,15,16,23,27,33,2
27/11/2021,8,17,22,24,28,33,1
30/11/2021,3,4,19,27,32,33,5
02/12/2021,3,15,19,26,27,31,6
04/12/2021,15,20,23,26,28,37,3
07/12/2021,5,11,13,18,32,37,1
11/12/2021,12,15,17,20,21,23,1
14/12/2021,6,8,10,12,25,34,4
16/12/2021,6,13,15,20,29,31,5
18/12/2021,1,5,10,13,30,33,1
21/12/2021,4,24,28,30,32,34,1
25/12/2021,16,20,21,23,34,36,7
28/12/2021,6,8,14,15,23,36,1
01/01/2022,4,8,9,28,33,37,2
04/01/2022,1,6,9,12,28,29,7
08/01/2022,7,10,12,15,18,34,3
11/01/2022,8,9,30,31,33,36,4
13/01/2022,1,5,10,11,23,34,5
15/01/2022,7,12,17,19,36,37,3
18/01/2022,8,17,21,27,33,34,3
22/01/2022,8,16,18,19,35,36,6
25/01/2022,3,24,26,27,32,37,5
29/01/2022,3,5,7,23,26,36,1
01/02/2022,2,6,9,11,33,37,1
05/02/2022,6,7,16,30,32,36,3
08/02/2022,2,15,17,18,31,33,1
10/02/2022,3,9,10,16,27,31,5
12/02/2022,2,5,12,15,16,34,4
15/02/2022,4,8,11,12,15,25,2
19/02/2022,9,12,15,25,29,30,5
22/02/2022,14,22,25,28,33,34,6
26/02/2022,1,22,27,30,31,37,3
01/03/2022,7,16,20,30,32,33,5
05/03/2022,10,12,19,23,27,30,3
08/03/2022,1,2,4,8,18,21,5
12/03/2022,1,4,16,21,22,35,7
15/03/2022,3,9,16,27,34,37,7
17/03/2022,8,18,21,23,33,36,1
19/03/2022,9,10,18,19,29,35,7
22/03/2022,2,16,26,27,33,35,7
26/03/2022,1,11,12,13,18,36,2
29/03/2022,1,3,5,11,25,31,1
02/04/2022,1,3,9,26,29,34,1
05/04/2022,7,14,15,20,27,36,5
07/04/2022,15,20,27,29,36,37,7
09/04/2022,2,12,19,29,30,33,1
12/04/2022,9,15,17,23,26,29,3
16/04/2022,6,7,14,19,20,23,6
19/04/2022,2,3,5,8,14,19,7
24/04/2022,10,13,17,22,29,35,3
26/04/2022,7,10,11,19,22,29,6
30/04/2022,8,9,10,18,29,32,2
02/05/2022,1,14,15,17,28,37,1
07/05/2022,3,13,21,24,27,35,2
10/05/2022,17,19,21,23,25,34,7
14/05/2022,9,16,17,21,26,29,6
17/05/2022,1,4,5,24,31,32,6
19/05/2022,1,8,18,25,29,30,1
21/05/2022,3,4,5,15,24,33,6
24/05/2022,6,10,13,20,23,35,7
28/05/2022,1,2,8,19,31,33,7
31/05/2022,2,5,10,19,27,36,1
02/06/2022,11,24,25,27,29,32,3
07/06/2022,3,6,13,23,25,29,5
11/06/2022,7,8,20,31,36,37,4
14/06/2022,3,5,6,10,15,36,3
16/06/2022,1,7,10,13,29,36,2
18/06/2022,1,4,9,12,30,31,3
21/06/2022,4,6,7,12,17,27,7
25/06/2022,12,17,26,28,32,35,1
28/06/2022,1,4,7,21,22,36,6
02/07/2022,2,4,12,14,26,37,4
05/07/2022,1,15,16,31,32,33,2
09/07/2022,1,12,15,19,27,31,4
12/07/2022,9,14,15,23,27,33,2
14/07/2022,6,12,15,19,26,27,4
16/07/2022,1,7,8,11,12,25,2
19/07/2022,4,8,9,10,15,24,7
23/07/2022,7,13,19,21,25,37,6
26/07/2022,11,12,13,16,34,36,6
28/07/2022,2,15,17,27,34,37,1
30/07/2022,7,13,24,26,35,37,7
02/08/2022,6,8,9,20,23,28,7
07/08/2022,8,19,25,30,31,36,2
09/08/2022,6,9,12,14,25,29,7
13/08/2022,14,18,21,27,28,34,3
16/08/2022,1,11,15,19,21,32,2
20/08/2022,8,13,16,19,23,36,1
23/08/2022,2,6,14,17,25,33,3
27/08/2022,9,16,22,27,30,34,6
30/08/2022,9,12,17,18,20,36,7
03/09/2022,1,9,13,20,22,36,5
06/09/2022,3,20,23,25,32,35,5
10/09/2022,2,7,14,17,19,28,4
13/09/2022,2,7,10,13,25,34,6
15/09/2022,6,7,15,19,27,33,7
17/09/2022,9,11,14,20,31,33,1
20/09/2022,1,15,17,29,33,34,2
24/09/2022,4,10,11,13,20,32,1
29/09/2022,6,21,24,27,28,37,6
01/10/2022,9,17,20,21,30,33,7
06/10/2022,5,6,11,18,19,35,2
08/10/2022,2,12,14,15,33,37,3
11/10/2022,5,16,18,26,29,35,4
15/10/2022,3,15,17,21,26,29,6
18/10/2022,5,7,13,17,25,32,4
22/10/2022,5,11,13,19,32,37,5
25/10/2022,5,7,10,16,31,32,4
27/10/2022,12,13,22,25,28,36,2
29/10/2022,2,5,15,24,32,33,3
01/11/2022,2,3,4,5,11,15,3
05/11/2022,6,9,22,25,31,34,4
08/11/2022,4,5,6,31,33,36,7
12/11/2022,4,9,17,25,33,37,6
15/11/2022,4,9,10,15,26,27,2
17/11/2022,3,12,13,16,29,34,1
19/11/2022,10,13,16,29,30,35,4
22/11/2022,11,17,25,26,27,32,4
26/11/2022,2,5,9,12,15,16,4
